percent,severity,flow_m3s_fire,sed_mg_l_fire,nit_mg_l_fire,doc_mg_l_fire,flow_m3s_nofire,sed_mg_l_nofire,nit_mg_l_nofire,doc_mg_l_nofire,flow_perc,sed_perc,nitrate_perc,doc_perc
10,LOW,9.288768637602178,114.13471389645778,0.25400919723074267,0.6227931771180052,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.15817160032664176,-0.21796643745646682,1.0757186999571133,59.26413984848622
10,MOD,9.415678446866485,114.38643051771119,0.25754102847547966,0.8878995829800316,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,1.5266042688509818,0.0020962892345851754,2.4811102577457547,127.05862644405663
10,HIGH,9.538104877384196,114.84956403269754,0.2800145323341789,0.7082447319250532,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,2.8466939292361197,0.4069897905950093,11.423800439789925,81.11628735921853
15,LOW,9.296087547683923,114.15351498637601,0.25411589846075516,0.6261722340762467,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.23708934287082314,-0.20152962414010045,1.1181774125835124,60.12825111323021
15,MOD,9.466788910081744,114.55286103542234,0.2604523502451669,0.8985875771350366,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,2.077713974023658,0.14759781928749166,3.639587759529508,129.79181983528736
15,HIGH,9.621327329700273,115.19076294277929,0.2901172777114351,0.7424706635449922,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,3.744058153201265,0.7052822200846532,15.443899951860866,89.8687332116076
20,LOW,9.302924686648502,114.22354223433241,0.25380575478367084,0.6255303357146907,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.3108122833795875,-0.14030844990368554,0.9947645779172611,59.9641012892125
20,MOD,9.508792261580382,114.6956403269755,0.2649278422392438,0.8987158255436114,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,2.530624262924489,0.27242231461778715,5.420482210474533,129.82461623259718
20,HIGH,9.691542670299727,115.5027247956403,0.3024076229206607,0.7768144904933302,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,4.50117036119258,0.9780142137938642,20.334492452590613,98.65132791398327
25,LOW,9.310383623978202,114.24839237057219,0.2529780831168861,0.6263165166741598,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.39123990023290256,-0.11858327056376332,0.6654162335269311,60.165147862738735
25,MOD,9.5490631880109,114.91226158038145,0.26736618923400657,0.9003355048662469,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,2.9648543010808837,0.4618029897848774,6.3907528842235735,130.2388096496536
25,HIGH,9.760950108991826,115.68621253405995,0.3145834219272114,0.8091306288271332,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,5.249571190848402,1.138427983174437,25.179504557468785,106.91539079080347
30,LOW,9.316017792915531,114.16152588555859,0.2540197778613079,0.6282618394776568,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.45199155432899063,-0.19452611237918724,1.0799289602561124,60.66261664436588
30,MOD,9.58675621253406,115.15566757493188,0.27415421547292324,0.9053164603792582,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,3.3712875502677915,0.6746001685607288,9.091854411777355,131.51256733446684
30,HIGH,9.826708801089922,115.84,0.32700097684804535,0.8249914080621111,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,5.958628615393562,1.2728763518088058,30.12071653641667,110.97139759209004
40,LOW,9.3284425613079,114.21261580381471,0.25575586970532094,0.6318307801328082,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.5859643265325732,-0.14986085880204178,1.7707572167752903,61.57528602562549
40,MOD,9.662986430517712,115.31059945504089,0.28551618457037614,0.909729991304827,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,4.1932564841293845,0.8100490388752349,13.613026105133516,132.64122004355428
40,HIGH,9.959680708446866,116.328310626703,0.3437819988625844,0.8460822291219923,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,7.392427177365021,1.69978089013207,36.798245850831805,116.36485981713278
45,LOW,9.335182288828339,114.24474114441419,0.25613182724394973,0.6324961789383967,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.6586369069216296,-0.12177534735270915,1.9203588014102453,61.745445514075016
45,MOD,9.702600817438691,115.45073569482288,0.29043641035056206,0.9105923358709229,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,4.620407241982407,0.9325628517537696,15.57088968771311,132.86174359875415
45,HIGH,10.028954223433244,116.44517711171663,0.34970318325163674,0.8559681183521568,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,8.139383945485633,1.8019511688480225,39.15441237630907,118.89293446972526
50,LOW,9.34736795640327,114.22204359673023,0.2524020498038641,0.6541980369211154,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.7900315224677367,-0.14161863067528419,0.43620019826690326,67.29516550414615
50,MOD,9.758219727520435,115.58888283378745,0.2902624646529929,0.9540687785862934,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,5.2201302577586395,1.0533376974263784,15.501672956239412,143.97978166843498
50,HIGH,10.122660054495912,116.71831062670299,0.3564611837453425,0.883229105932528,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,9.149787484823722,2.0407375698385968,41.843566014535305,125.86426604162754
60,LOW,9.366745831062671,114.15844686648501,0.25555668426643946,0.7137226214753036,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,0.9989776778848399,-0.19721793832811396,1.6914970497852622,82.51712378366821
60,MOD,9.876325122615805,115.84959128065395,0.3001354138081777,1.0724792682492486,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,6.493627412268458,1.2812615087470223,19.430331612807393,174.26037156262285
60,HIGH,10.327221852861033,117.12427792915533,0.37544446957563343,0.9566209189337197,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,11.355519644045014,2.3956536301298006,49.39742343191208,144.63242921201663
75,LOW,9.39549446866485,114.23637602179836,0.25339290412984555,0.740700503866333,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,1.3089661263621153,-0.1290885382050959,0.8304824298451514,89.41605811982072
75,MOD,9.997830708446866,116.0615803814714,0.32202097577705185,1.1151817743169408,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,7.80378786419324,1.466592534256488,28.139067080944503,185.1804942423823
75,HIGH,10.51233343324251,117.33054495912808,0.39519499434925787,1.003597957302482,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,13.351525590193944,2.575982147238616,57.25658171420827,156.64565909846516
90,LOW,9.400117629427793,113.03822888283378,0.27020156253725913,1.1266157358535922,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,1.358816364547214,-1.1765661543621575,7.519008858941636,188.1044505670522
90,MOD,10.174906457765667,114.59997275204358,0.3661207156611124,1.906891345511266,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,9.713145711123875,0.18878513845276113,45.68730136481358,387.64087515016274
90,HIGH,10.838054959128065,116.70482288828339,0.494815780510689,1.36237670091918,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,16.86368890875273,2.028945942894246,96.89783356059107,248.3945576051152
100,LOW,9.398726049046322,108.5485286103542,0.29099624514908634,1.6835275024533303,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,1.3438113458971876,-5.101677174316464,15.79365998591883,330.5210291966577
100,MOD,10.336846975476838,108.1990463215259,0.4228350984486843,2.9094794655946927,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,11.45930462569753,-5.407211330252716,68.25517317171881,644.0282930507649
100,HIGH,11.16625058038147,105.94378474114441,0.6716706757798692,2.0061464522854453,9.274099645776566,114.38403269754767,0.2513058531740625,0.3910441972125621,20.402529699652213,-7.378869023372184,167.27219732309558,413.02294384768805
